文件名,思维链ID,catalog,show_name,测试数据内容,测试维度,子维度,测试数据编号,匹配数量,arm匹配数量,x86匹配数量,ds_arm_1763465633,ds_arm_1763473579,ds_arm_1763481480,ds_arm_1763489334,ds_arm_1763497259,ds_arm_1763505166,ds_arm_1763513051,ds_arm_1763520920,ds_arm_1763528836,ds_x86_1763465597,ds_x86_1763471092,ds_x86_1763476565,ds_x86_1763482028,ds_x86_1763487471,ds_x86_1763492916,ds_x86_1763498413,ds_x86_1763503903,ds_x86_1763509373
evaluation_ds.csv,15,evaluation,常减压装置用能瓶颈识别流程,设备更新改造前，常减压装置哪些设备和环节是用能的瓶颈？,实际工况适配性,全工况场景,2015/6/4,18,9,9,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程
evaluation_ds.csv,15,evaluation,常减压装置用能瓶颈识别流程,节能技术应用评估，常减压装置的设备和环节可能会造成用能瓶颈，请帮我评估一下并给出解决方案？,实际工况适配性,全工况场景,2015/6/5,0,0,0,,,,,,,,,,,,,,,,,,
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,分析一下常减压装置能耗高的原因,场景与功能全覆盖,直接复用语料,2037/1/1,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,分析一下常减压装置能耗高的原因,场景与功能全覆盖,直接复用语料,2037/1/2,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,分析一下常减压装置能耗高的原因,场景与功能全覆盖,直接复用语料,2037/1/3,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,分析一下常减压装置能耗高的原因,场景与功能全覆盖,直接复用语料,2037/1/4,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,分析一下常减压装置能耗高的原因,场景与功能全覆盖,直接复用语料,2037/1/5,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,执行常减压装置高能耗原因分析流程,输入表述形态多样性,专业规范表述,2037/2/1,0,0,0,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,常减压装置高能耗原因诊断与分析,输入表述形态多样性,专业规范表述,2037/2/2,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,常减压装置能耗偏高原因分析,输入表述形态多样性,专业规范表述,2037/2/3,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,常减压装置高能耗影响因素分析,输入表述形态多样性,专业规范表述,2037/2/4,0,0,0,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,常减压装置能耗异常原因分析,输入表述形态多样性,专业规范表述,2037/2/5,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,常减压装置能耗高，分析原因,输入表述形态多样性,口语化简化表述,2037/3/1,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,能耗高原因分析，常减压装置,输入表述形态多样性,口语化简化表述,2037/3/2,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,常减压装置为什么能耗高,输入表述形态多样性,口语化简化表述,2037/3/3,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,分析能耗高原因，常减压装置,输入表述形态多样性,口语化简化表述,2037/3/4,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,常减压装置能耗分析，快点,输入表述形态多样性,口语化简化表述,2037/3/5,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,查询常减压装置能耗数据（非原因分析）,意图边界与歧义性,相似意图区分,2037/4/1,0,0,0,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程,装置物料参数查询与文件异常分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,分析一下常减压装置能耗高的原因（核心意图）,意图边界与歧义性,相似意图区分,2037/4/2,14,9,5,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,,,常减压装置高能耗原因分析流程,,常减压装置高能耗原因分析流程,
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,优化常减压装置能耗（非原因分析）,意图边界与歧义性,相似意图区分,2037/4/3,0,0,0,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程,装置能耗优化与气化炉有效气提升流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,维护常减压装置设备（非原因分析）,意图边界与歧义性,相似意图区分,2037/4/4,0,0,0,,,,,,,,,,,,,,,,,,
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,校准能耗测量仪表（非原因分析）,意图边界与歧义性,相似意图区分,2037/4/5,0,0,0,,,,,,,,,,,,,,,,,,
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,能耗指标持续超标，分析一下常减压装置能耗高的原因,干扰因素与鲁棒性,冗余信息叠加,2037/5/1,18,9,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,运行成本压力大，分析一下常减压装置能耗高的原因,干扰因素与鲁棒性,冗余信息叠加,2037/5/2,17,8,9,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,节能改造项目前期，分析一下常减压装置能耗高的原因,干扰因素与鲁棒性,冗余信息叠加,2037/5/3,9,9,0,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,,,,,,,,,
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,能效审计发现问题，分析一下常减压装置能耗高的原因,干扰因素与鲁棒性,冗余信息叠加,2037/5/4,0,0,0,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,同类装置对比差异，分析一下常减压装置能耗高的原因,干扰因素与鲁棒性,冗余信息叠加,2037/5/5,0,0,0,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,,,,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,新装置能效评估，分析一下常减压装置能耗高的原因,实际工况适配性,全工况场景,2037/6/1,0,0,0,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,,,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,,常减压装置用能瓶颈识别流程,,常减压装置用能瓶颈识别流程,
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,长期运行能效跟踪，分析一下常减压装置能耗高的原因,实际工况适配性,全工况场景,2037/6/2,9,9,0,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,,,,,,,,常减压装置用能瓶颈识别流程,
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,原料性质变化后，分析一下常减压装置能耗高的原因,实际工况适配性,全工况场景,2037/6/3,9,0,9,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,设备性能下降期，分析一下常减压装置能耗高的原因,实际工况适配性,全工况场景,2037/6/4,13,9,4,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,,常减压装置高能耗原因分析流程,,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,常减压装置高能耗原因分析流程,,,
evaluation_ds.csv,37,evaluation,常减压装置高能耗原因分析流程,工艺参数调整后，分析一下常减压装置能耗高的原因,实际工况适配性,全工况场景,2037/6/5,0,0,0,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程,常减压装置用能瓶颈识别流程
optimization_ds.csv,5,optimization,装置开车PID参数批量预设流程,帮我进行重整装置的开车批量预设,场景与功能全覆盖,直接复用语料,2005/1/1,18,9,9,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程
optimization_ds.csv,5,optimization,装置开车PID参数批量预设流程,帮我进行重整装置的开车批量预设,场景与功能全覆盖,直接复用语料,2005/1/2,18,9,9,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程
optimization_ds.csv,5,optimization,装置开车PID参数批量预设流程,帮我进行重整装置的开车批量预设,场景与功能全覆盖,直接复用语料,2005/1/3,18,9,9,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程
optimization_ds.csv,5,optimization,装置开车PID参数批量预设流程,帮我进行重整装置的开车批量预设,场景与功能全覆盖,直接复用语料,2005/1/4,18,9,9,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程
optimization_ds.csv,5,optimization,装置开车PID参数批量预设流程,帮我进行重整装置的开车批量预设,场景与功能全覆盖,直接复用语料,2005/1/5,18,9,9,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程
optimization_ds.csv,5,optimization,装置开车PID参数批量预设流程,请执行重整装置开车阶段PID参数批量预设操作，覆盖所有控制回路,输入表述形态多样性,专业规范表述,2005/2/1,17,9,8,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,
optimization_ds.csv,5,optimization,装置开车PID参数批量预设流程,需完成重整装置开车前PID参数批量预设，确保符合工艺设计标准,输入表述形态多样性,专业规范表述,2005/2/2,18,9,9,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程
optimization_ds.csv,5,optimization,装置开车PID参数批量预设流程,重整装置开车调试前，执行PID参数批量预设流程，适配初始工况,输入表述形态多样性,专业规范表述,2005/2/3,18,9,9,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程,装置开车PID参数批量预设流程
