ID,Workflow JSON,Catalog,Items,Created At,Updated At
optimization_1.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""补充信息\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""上传数据\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""确认建模信息\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""TPT推理计算\"",\""dep\"":[\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""配置方案\"",\""dep\"":[\""id1\""]},{\""id\"":\""id7\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""实时计算\"",\""dep\"":[\""id6\""]}]"", ""branch_rules"": ""[{\""from\"":\""id1\"",\""to\"":\""id2\"",\""expression\"":\""Variable([String(\\\""opt_model_selected\\\"")]) Eq false\""},{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""is_contain_data\\\"")]) Eq true\""},{\""from\"":\""id1\"",\""to\"":\""id6\"",\""expression\"":\""Variable([String(\\\""opt_model_selected\\\"")]) Eq true\""}]""}",optimization,不同煤种适应性测试，如果要提升气化炉有效气含量，该如何操作？; 乙烯双烯纯度提高操作方案制定; 乙烯双烯纯度提高，操作方案; 优化二级硫冷凝器H2S浓度控制策略（非异常检测）; 优化常减压装置能耗（非原因分析） ... (共33个),2025-11-22 03:10:49,2025-11-22 11:10:49.397813
optimization_10.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""指定现场限制条件\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id2\""]},{\""id\"":\""id5\"",\""tool\"":\""Redesign\"",\""ability\"":\""校验限制条件\"",\""dep\"":[\""id2\""]},{\""id\"":\""id6\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id5\""]}]"", ""branch_rules"": ""[{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""},{\""from\"":\""id2\"",\""to\"":\""id5\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""}]""}",optimization,全局改造换热网络，优化目标为年度化收益最大; 全局改造换热网络，优化目标为运行成本最低; 全局改造换热网络，成本最低化; 全局改造，成本最低; 全局改造，收益最大 ... (共35个),2025-11-22 03:10:50,2025-11-22 11:10:50.204604
optimization_11.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造目标\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造幅度\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id3\""]},{\""id\"":\""id5\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热器改造\"",\""dep\"":[\""id4\""]},{\""id\"":\""id7\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id3\""]}]"", ""branch_rules"": ""[{\""from\"":\""id3\"",\""to\"":\""id4\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""}]""}",optimization,全局改造换热网络，忽略现场限制因素; 换热网络改造，不考虑现场约束; 能效潜力评估，请帮我对换热网络进行全局改造，不考虑现场限制条件,2025-11-22 03:10:50,2025-11-22 11:10:50.241740
optimization_12.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热网络瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造目标\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id3\""]}]"", ""branch_rules"": ""[]""}",optimization,全局改造换热网络，无限制条件; 全局改造，无现场限制; 原料性质变化后，常减压装置热换网络还有优化的空间吗？; 常减压装置热换网络还有优化的空间吗？; 换热网络优化空间评估和改造 ... (共7个),2025-11-22 03:10:50,2025-11-22 11:10:50.287189
optimization_13.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""PID\"",\""ability\"":\""开车阶段参数批量整定\"",\""dep\"":null}]"", ""branch_rules"": ""[]""}",optimization,刚完成重整装置设备巡检，所有设备正常，帮我进行重整装置的开车批量预设; 历史数据完整可用，重整装置要开工了，请帮我预设一下PID参数; 基于历史数据的重整装置开工PID参数整定; 大修后重新开工，重整装置要开工了，请帮我预设一下PID参数; 天气晴朗，设备就位完毕，装置快开车了，给我一批初始的PID参数，让我投运吧 ... (共49个),2025-11-22 03:10:50,2025-11-22 11:10:50.488300
optimization_14.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""boiler\"",\""ability\"":\""确定锅炉类型\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""boiler\"",\""ability\"":\""选择锅炉数据获取方式\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""boiler\"",\""ability\"":\""系统运行历史数据选择\"",\""dep\"":[\""id2\""]},{\""id\"":\""id5\"",\""tool\"":\""boiler\"",\""ability\"":\""确认被控变量信息\"",\""dep\"":[\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""boiler\"",\""ability\"":\""确认操作变量信息\"",\""dep\"":[\""id5\""]},{\""id\"":\""id7\"",\""tool\"":\""boiler\"",\""ability\"":\""确认其它干扰变量信息\"",\""dep\"":[\""id6\""]},{\""id\"":\""id8\"",\""tool\"":\""boiler\"",\""ability\"":\""控制模型微调或加载\"",\""dep\"":[\""id7\""]},{\""id\"":\""id9\"",\""tool\"":\""boiler\"",\""ability\"":\""控制效果评估\"",\""dep\"":[\""id8\""]},{\""id\"":\""id11\"",\""tool\"":\""boiler\"",\""ability\"":\""上传位号信息表\"",\""dep\"":[\""id2\""]},{\""id\"":\""id13\"",\""tool\"":\""boiler\"",\""ability\"":\""确认被控变量信息\"",\""dep\"":[\""id11\""]},{\""id\"":\""id14\"",\""tool\"":\""boiler\"",\""ability\"":\""确认操作变量信息\"",\""dep\"":[\""id13\""]},{\""id\"":\""id15\"",\""tool\"":\""boiler\"",\""ability\"":\""确认其它干扰变量信息\"",\""dep\"":[\""id14\""]},{\""id\"":\""id16\"",\""tool\"":\""boiler\"",\""ability\"":\""控制模型加载\"",\""dep\"":[\""id15\""]},{\""id\"":\""id17\"",\""tool\"":\""boiler\"",\""ability\"":\""控制算法执行\"",\""dep\"":[\""id16\""]}]"", ""branch_rules"": ""[{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""run_mode\\\"")]) Eq \\\""offline\\\""\""},{\""from\"":\""id3\"",\""to\"":\""id5\"",\""expression\"":\""Variable([String(\\\""is_upload_file\\\"")]) Eq true\""},{\""from\"":\""id2\"",\""to\"":\""id11\"",\""expression\"":\""Variable([String(\\\""run_mode\\\"")]) Eq \\\""online\\\""\""},{\""from\"":\""id11\"",\""to\"":\""id13\"",\""expression\"":\""Variable([String(\\\""is_upload_file\\\"")]) Eq true\""}]""}",optimization,刚完成锅炉大修，设备状态良好，能否帮我设计锅炉回路的自动运行调整的控制方案_; 我想实现锅炉回路的自动运行调整，能否帮我设计控制方案_; 我想实现锅炉回路的自动运行调整，能否帮我设计控制方案（核心意图）; 操作员反映手动调整频繁，工作量大，我想实现锅炉回路的自动运行调整，能否帮我设计控制方案_; 新锅炉投运前，我想实现锅炉回路的自动运行调整，能否帮我设计控制方案_ ... (共16个),2025-11-22 03:10:50,2025-11-22 11:10:50.542368
optimization_15.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热网络瓶颈\"",\""dep\"":[\""id1\""]}]"", ""branch_rules"": ""[]""}",optimization,原料变化适应期，帮我评估整个换热网络的性能; 同类装置评估效果明显，帮我评估整个换热网络的性能; 大修计划制定需要，帮我评估整个换热网络的性能; 帮我评估整个换热网络的性能; 帮我评估整个换热网络的性能（核心意图） ... (共29个),2025-11-22 03:10:50,2025-11-22 11:10:50.637395
optimization_16.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热网络瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id2\""]}]"", ""branch_rules"": ""[]""}",optimization,双目标优化需求，请帮我改造换热网络，改造的目标是年度效益最大_运行费用最低，不考虑现场限制; 能效提升需求，请帮我对换热网络进行全局改造，改造的目标是运行成本最低，不考虑现场限制; 请帮我对换热网络进行全局改造，改造的目标是运行成本最低，不考虑现场限制（核心意图）; 全局改造换热网络，无限制条件; 节能降耗目标，请帮我对换热网络进行全局改造，改造的目标是运行成本最低，不考虑现场限制,2025-11-22 03:10:50,2025-11-22 11:10:50.763617
optimization_17.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热网络瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""指定现场限制条件\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""Redesign\"",\""ability\"":\""校验限制条件\"",\""dep\"":[\""id3\""]},{\""id\"":\""id7\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id6\""]}]"", ""branch_rules"": ""[{\""from\"":\""id3\"",\""to\"":\""id4\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""},{\""from\"":\""id3\"",\""to\"":\""id6\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""}]""}",optimization,同类装置改造效果明显，常减压装置热换网络还有优化的空间吗？; 换热网络全面改造，要最低成本; 运行费用持续上升，请帮我改造换热网络，改造的目标是运行费用最低; 换热网络改造，要运行费用最低; 现在是装置大修期，时间窗口有限，如何对常减压装置换热网络进行优化？,2025-11-22 03:10:50,2025-11-22 11:10:50.903972
optimization_18.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""指定现场限制条件\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热器改造\"",\""dep\"":[\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""Redesign\"",\""ability\"":\""校验限制条件\"",\""dep\"":[\""id3\""]},{\""id\"":\""id7\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id6\""]}]"", ""branch_rules"": ""[{\""from\"":\""id3\"",\""to\"":\""id6\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""}]""}",optimization,含限制条件的换热网络重新设计方案; 施工周期紧张，请帮我在不改变现有换热网络结构的前提下，进行改造,2025-11-22 03:10:51,2025-11-22 11:10:51.029711
optimization_19.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造目标\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""指定现场限制条件\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""Redesign\"",\""ability\"":\""校验限制条件\"",\""dep\"":[\""id3\""]},{\""id\"":\""id7\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id6\""]}]"", ""branch_rules"": ""[{\""from\"":\""id3\"",\""to\"":\""id4\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""},{\""from\"":\""id3\"",\""to\"":\""id6\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""}]""}",optimization,场地空间有限，重新设计换热网络; 投资预算有约束，重新设计换热网络; 换热网络全面改造，要最大收益; 换热网络重新设计，有现场限制; 换热网络重新设计，综合考虑各类限制因素 ... (共17个),2025-11-22 03:10:51,2025-11-22 11:10:51.140081
optimization_2.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造目标\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热器改造\"",\""dep\"":[\""id3\""]}]"", ""branch_rules"": ""[]""}",optimization,不改变结构，只改造换热器; 不改变网络结构的换热器改造方案; 优化换热网络结构（非不改变结构改造）; 在现有换热网络结构框架内进行换热器改造; 安全生产要求，重新设计换热网络 ... (共39个),2025-11-22 03:10:49,2025-11-22 11:10:49.434172
optimization_20.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造目标\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id2\""]}]"", ""branch_rules"": ""[]""}",optimization,工艺方案优化，请帮我对换热网络进行全局改造，不考虑现场限制条件; 执行换热网络全局改造，不考虑现场限制条件; 技术可行性研究，请帮我对换热网络进行全局改造，不考虑现场限制条件; 技术方案比选，请帮我对换热网络进行全局改造，不考虑现场限制条件; 换热网络全局改造方案设计，无现场限制条件约束 ... (共17个),2025-11-22 03:10:51,2025-11-22 11:10:51.481320
optimization_21.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造幅度\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热器改造\"",\""dep\"":[\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id2\""]}]"", ""branch_rules"": ""[{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""}]""}",optimization,成本控制压力大，请帮我改造换热网络，改造的目标是年度效益最大_运行费用最低，不考虑现场限制; 成本效益要求提高，请帮我改造换热网络，改造的目标是年度效益最大_运行费用最低，不考虑现场限制; 新装置经济性设计，请帮我改造换热网络，改造的目标是年度效益最大_运行费用最低，不考虑现场限制; 经济效益要求高，请帮我改造换热网络，改造的目标是年度效益最大_运行费用最低，不考虑现场限制; 能效提升经济性，请帮我改造换热网络，改造的目标是年度效益最大_运行费用最低，不考虑现场限制 ... (共10个),2025-11-22 03:10:51,2025-11-22 11:10:51.639308
optimization_22.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造幅度\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热器改造\"",\""dep\"":[\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""Redesign\"",\""ability\"":\""指定现场限制条件\"",\""dep\"":[\""id2\""]},{\""id\"":\""id7\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id6\""]},{\""id\"":\""id9\"",\""tool\"":\""Redesign\"",\""ability\"":\""校验限制条件\"",\""dep\"":[\""id6\""]},{\""id\"":\""id10\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id9\""]}]"", ""branch_rules"": ""[{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""},{\""from\"":\""id2\"",\""to\"":\""id6\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""},{\""from\"":\""id6\"",\""to\"":\""id7\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""},{\""from\"":\""id6\"",\""to\"":\""id9\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""}]""}",optimization,成本控制压力大，请帮我改造换热网络，改造的目标是运行费用最低; 成本控制要求提高，请帮我改造换热网络，改造的目标是运行费用最低; 执行换热网络改造，目标运行费用最低化; 换热网络改造方案设计，追求运行费用最低; 换热网络改造，以运行费用最低为导向 ... (共28个),2025-11-22 03:10:51,2025-11-22 11:10:51.683686
optimization_23.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id1\""]}]"", ""branch_rules"": ""[]""}",optimization,成本控制要求严格，请帮我对换热网络进行全局改造，改造的目标是运行成本最低，不考虑现场限制; 成本控制要求提高，请帮我对换热网络进行全局改造，改造的目标是运行成本最低，不考虑现场限制; 换热网络全面改造，忽略限制; 新装置经济性设计，请帮我对换热网络进行全局改造，改造的目标是运行成本最低，不考虑现场限制; 设备更新经济性分析，请帮我对换热网络进行全局改造，改造的目标是运行成本最低，不考虑现场限制 ... (共11个),2025-11-22 03:10:52,2025-11-22 11:10:52.027112
optimization_24.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热网络瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造目标\"",\""dep\"":[\""id3\""]},{\""id\"":\""id5\"",\""tool\"":\""Redesign\"",\""ability\"":\""指定现场限制条件\"",\""dep\"":[\""id4\""]},{\""id\"":\""id6\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id5\""]},{\""id\"":\""id8\"",\""tool\"":\""Redesign\"",\""ability\"":\""校验限制条件\"",\""dep\"":[\""id5\""]},{\""id\"":\""id9\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id8\""]},{\""id\"":\""id11\"",\""tool\"":\""Redesign\"",\""ability\"":\""确认限制条件\"",\""dep\"":[\""id5\""]},{\""id\"":\""id12\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id11\""]}]"", ""branch_rules"": ""[{\""from\"":\""id5\"",\""to\"":\""id6\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""},{\""from\"":\""id5\"",\""to\"":\""id8\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""}]""}",optimization,换热系统综合性能评估，网络与设备协同,2025-11-22 03:11:04,2025-11-22 11:11:04.389333
optimization_25.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热网络瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id2\""]}]"", ""branch_rules"": ""[]""}",optimization,换热系统综合性能评估，网络与设备协同分析; 同类装置评估效果明显，帮我评估整个换热网络的性能; 换热网络与换热器一体化性能评估; 运行多年性能基准，帮我评估整个换热网络的性能,2025-11-22 03:11:07,2025-11-22 11:11:07.842324
optimization_26.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造目标\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""指定现场限制条件\"",\""dep\"":[\""id3\""]},{\""id\"":\""id5\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热器改造\"",\""dep\"":[\""id4\""]},{\""id\"":\""id7\"",\""tool\"":\""Redesign\"",\""ability\"":\""校验限制条件\"",\""dep\"":[\""id4\""]},{\""id\"":\""id8\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热器改造\"",\""dep\"":[\""id7\""]}]"", ""branch_rules"": ""[{\""from\"":\""id4\"",\""to\"":\""id7\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""}]""}",optimization,改造换热器设备（非综合评估）,2025-11-22 03:11:10,2025-11-22 11:11:10.414115
optimization_27.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""boiler\"",\""ability\"":\""选择锅炉数据获取方式\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""boiler\"",\""ability\"":\""确定锅炉类型\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""boiler\"",\""ability\"":\""控制算法执行\"",\""dep\"":[\""id2\""]},{\""id\"":\""id5\"",\""tool\"":\""boiler\"",\""ability\"":\""系统运行历史数据选择\"",\""dep\"":[\""id1\"",\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""boiler\"",\""ability\"":\""确认被控变量信息\"",\""dep\"":[\""id5\""]},{\""id\"":\""id7\"",\""tool\"":\""boiler\"",\""ability\"":\""确认操作变量信息\"",\""dep\"":[\""id6\""]},{\""id\"":\""id8\"",\""tool\"":\""boiler\"",\""ability\"":\""确认其它干扰变量信息\"",\""dep\"":[\""id7\""]},{\""id\"":\""id9\"",\""tool\"":\""boiler\"",\""ability\"":\""控制模型微调或加载\"",\""dep\"":[\""id8\""]},{\""id\"":\""id10\"",\""tool\"":\""boiler\"",\""ability\"":\""控制效果评估\"",\""dep\"":[\""id9\""]}]"", ""branch_rules"": ""[{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""run_mode\\\"")]) Eq \\\""offline\\\""\""},{\""from\"":\""id3\"",\""to\"":\""id5\"",\""expression\"":\""Variable([String(\\\""is_upload_file\\\"")]) Eq true\""},{\""from\"":\""id11\"",\""to\"":\""id12\"",\""expression\"":\""Variable([String(\\\""is_upload_file\\\"")]) Eq false\""},{\""from\"":\""id11\"",\""to\"":\""id13\"",\""expression\"":\""Variable([String(\\\""is_upload_file\\\"")]) Eq true\""}]""}",optimization,查询锅炉回路当前控制方案（非设计新方案）,2025-11-22 03:11:14,2025-11-22 11:11:14.829266
optimization_28.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造目标\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id3\""]}]"", ""branch_rules"": ""[]""}",optimization,概念设计阶段，请帮我对换热网络进行全局改造，不考虑现场限制条件,2025-11-22 03:11:14,2025-11-22 11:11:14.928778
optimization_29.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""补充信息\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""上传数据\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""确认建模信息\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""RTO操作优化\"",\""ability\"":\""TPT推理计算\"",\""dep\"":[\""id3\""]}]"", ""branch_rules"": ""[{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""is_contain_data\\\"")]) Eq true\""}]""}",optimization,气化炉有效气含量提升操作方案制定,2025-11-22 03:11:14,2025-11-22 11:11:14.972005
optimization_3.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热网络瓶颈\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id2\""]}]"", ""branch_rules"": ""[]""}",optimization,产品方案调整后，帮我评估整个换热网络的性能; 工艺优化效果验证，帮我评估换热网络及换热器性能; 帮我评估换热网络及换热器性能; 帮我评估换热网络及换热器性能（核心意图）; 常减压装置热换网络还有优化的空间吗（核心意图） ... (共36个),2025-11-22 03:10:49,2025-11-22 11:10:49.652800
